"gene","Baseline.lfc","Baseline.padj","Middle.lfc","Middle.padj","Transitional/Late.lfc","Transitional/Late.padj"
"CD38",-0.713479383450838,0.0578867511921608,-0.286325417654714,0.471569425035421,-0.0864283910664767,0.808724382698587
"CD3D",-0.0729288106867649,0.88513074857546,-0.417193294026138,0.572776036198252,0.168264698792104,0.615387089630161
"CD3E",0.0742461905857468,0.89101878572176,-0.318938876782044,0.679183454624855,0.502612901246165,0.126350780408266
"CD3EAP",-0.248590594196691,0.358086741682612,NA,NA,NA,NA
"CD3G",0.256938320116987,0.651448925371374,-0.14699953821162,0.886322869592513,0.28446757714892,0.360364213857495
"CD4",0.432890159510718,0.236374177184412,NA,NA,0.389788812438577,0.00611170962384988
"CD40",-0.577915252432635,0.137201027190226,-0.394168379111284,0.599990563242403,0.364554133251494,0.150386611236322
"CD40LG",-0.813817798215878,0.0433620083584366,-0.11711606527625,0.903050791380447,1.52922768956066,9.71689496487885e-05
"CD44",-0.432862300591097,0.0677755339746869,0.535064770501313,0.466959086585395,-0.105264547850142,0.69436707083108
"CD46",-0.365353510448527,0.262807815325972,-0.178709740974453,0.710638582044174,1.05815611921517,0.000202322164682403
"CD47",-0.171673628131719,0.462261405147966,-0.152538028243939,0.792998837808121,0.195565671208424,0.359940649257985
"CD48",-0.209510201613414,0.48498003957719,-0.0160761192770398,0.968617470367903,0.133420299389101,0.53951654187778
"CD5",0.381239700516514,0.324536531365129,-0.0812107453690292,0.937216799608321,1.47982509236702,0.000227155197460272
"CD53",-0.587847028307859,0.108301563599152,0.116547126688074,0.792998837808121,-0.063548671992729,0.771186176508749
"CD55",-0.551293245066812,0.508164874973082,-0.115325357853528,0.904239392408198,0.492032598046331,0.126350780408266
"CD58",0.0553275240245981,0.838987735358543,-0.0931894939474027,0.872890884269005,0.367937511407959,0.0648811944848975
"CD59",-0.079045132077443,0.809893961873225,0.0503999178566819,0.925772792238347,-0.425493738536691,0.0312234056993783
"CD6",0.783183030719423,0.149414296296301,0.14699585226799,0.868372812691331,1.08856219572017,0.000792601686909284
"CD68",0.116192126196573,0.725388514545798,0.442655609801623,0.568016722896572,0.660979106168746,0.0883147189930779
"CD69",0.766037956370806,0.0554734686287525,-0.636697554739461,0.479089996447799,0.178145262456606,0.550406409312655
"CD7",0.170308810110029,0.809893961873225,0.423237371424358,0.434883467552796,0.0791373985147636,0.842704225026339
"CD70",0.26763180444143,0.236374177184412,0.418518648759872,0.568016722896572,-0.378919620509904,0.0912901373249877
"CD74",-0.0805226914848909,0.838987735358543,0.0679478607956323,0.939099823181939,0.131193241186644,0.748786756589492
"CD79A",0.412404673150592,0.259486555068433,-0.00233748180378601,0.996381159673179,0.746399100333523,0.0365571114129351
"CD79B",0.474893497586709,0.168363206505121,0.472448960416567,0.462037600000819,0.0455917590499162,0.873326943032682
"CD80",-0.080687949301053,0.891928648303351,-0.654964277290508,0.441844882197514,0.351626901766573,0.331443403311896
"CD81",0.201429461782352,0.41752719438064,0.228872595777684,0.545973238063163,0.384996740689484,0.0491719416383996
"CD82",0.587147335557306,0.360480064807791,0.777513857399619,0.371879406221112,-0.268333547677274,0.334322835908244
"CD83",0.401316250618806,0.295973970348021,-0.0763519657489047,0.908945003886069,0.700599281248375,0.0250737034640181
"CD86",-0.405920923197945,0.259486555068433,-0.152281250125503,0.725982280400052,0.445165254169334,0.0671776429022408
"CD8A",1.13116833262563,0.0766257254352815,0.147431421987346,0.883808893108192,-0.142454962458524,0.709662971898325
"CD8B",0.309200454478631,0.569723593146917,-0.0852457581644543,0.915724511053013,-0.449649872155064,0.238036891072724
"CD9",-0.47506870073191,0.425879052175634,-0.14950888672818,0.875929494381779,1.35485809171743,0.00203942628568184
"CD96",-0.116305662543699,0.809893961873225,-0.684399156275992,0.441326709184024,0.633348356521248,0.0831266130424568
"CD97",0.715850995007587,0.149414296296301,0.422005139386497,0.38502015362719,0.00570504606529276,0.981920021348389
"CD99",0.552197214591509,0.282421246203793,0.0555785667281992,0.964522418365883,1.22821004239687,0.00198911487883008
"CDC42",0.0663778435808382,0.852619674854518,0.055952583775289,0.908945003886069,0.444453761610689,0.0312234056993783
"CDH5",NA,NA,NA,NA,0.255661033081277,0.0762953455249171
"CDKN1A",0.442629236001495,0.261855924038978,0.0458886961162595,0.953632070663508,0.681823284434818,0.00793870530938276
"CEACAM1",-0.483206516247887,0.22284188513547,-0.220208839629694,0.69867136485216,0.762832331200784,0.00945462075193938
"CEACAM6",NA,NA,-0.199386454886459,0.883808893108192,0.156283442154882,0.455741715735904
"CEACAM8",0.178149881209295,0.822706868435953,0.258037751927011,0.649158027300438,-0.379087322279528,0.360364213857495
"CEBPB",1.27173430941033,0.0506200786091991,0.774270574474267,0.284558706627723,-1.30926080964375,0.00110093990767867
"CFB",NA,NA,-1.12247929248306,0.333491867204706,-1.42528668346258,0.00198911487883008
"CFD",0.413595351323497,0.462261405147966,0.424323144274592,0.572776036198252,0.828221030587045,0.156053055109009
"CFH",NA,NA,-0.653196424852107,0.402032328281998,-0.390098951467503,0.109205124119963
"CFI",-0.417723631689816,0.412458928115027,-0.604406585749576,0.512069853666241,-0.230526777333086,0.493704443996162
"CFL1",-0.180010799126199,0.569723593146917,0.0205878836765336,0.967478219547074,0.0587848166089753,0.841117623647934
"CFP",-0.00840981163235988,0.975770319016928,0.245079195877015,0.628133023062089,0.0734356910589256,0.822869143994083
"CHUK",0.0126851924036533,0.963969599480507,-0.202770299436623,0.649158027300438,0.180754859701232,0.428081549512325
"CIITA",-0.0152220387493385,0.960121392671752,0.128874630300484,0.875929494381779,0.707243018808958,0.0668308656782911
"CISH",0.914305159368942,0.0506200786091991,0.348534428450899,0.545973238063163,-0.76388614647983,0.0508781360840097
"CLEC4A",-0.179842556898409,0.773745137763824,-0.236350812391135,0.816661233933368,-1.35615357891966,0.0067673391426591
"CLEC4E",0.00353939787418156,0.994692140430507,0.487926853267398,0.501767388793414,-1.92776479519605,0.00112476610651718
"CLEC6A",-0.287267048672923,0.252041082897979,-0.517491578002779,0.681582169774571,-1.44950189570827,0.000102716777439751
"CLEC7A",-0.0472600786574748,0.938917314570098,0.18656168822114,0.743722475063986,0.115461820285422,0.861788708108774
"CLU",-0.140890407884344,0.809893961873225,-0.0358009794333931,0.967478219547074,1.38692733634175,0.000102716777439751
"CMA1",-0.358107369044183,0.356810236841968,-1.22977564274728,0.281672579356394,0.942095146796417,0.0250615779686029
"CMKLR1",0.281631084861924,0.364165734202687,0.0440406835002989,0.953632070663508,0.423451163155432,0.126350780408266
"CR1",-0.777396504328762,0.133891504995581,-0.831633255073829,0.371879406221112,-0.429685045238481,0.153753610835512
"CR2",NA,NA,NA,NA,0.137050930943861,0.395992329837012
"CRADD",0.312145698817732,0.236913918505626,0.218962750889931,0.668121742666628,-0.357914820057093,0.108112336533208
"CREB1",-0.0998977954804001,0.641928715285393,-0.0375624264284795,0.925772792238347,0.414484109653477,0.0256366832766807
"CRP",NA,NA,NA,NA,0.193727376474284,0.277736424807306
"CSF1",-0.168289915816146,0.755960279247018,0.0203150696789409,0.967478219547074,-0.170904590097909,0.467992955391642
"CSF1R",-0.101340323709236,0.715927322792651,0.657624275823809,0.539877005883206,2.98658897163042,1.5982445528981e-05
"CSF2",NA,NA,NA,NA,-0.0682304958198161,0.808724382698587
"CSF2RB",1.48197504780045,0.0651314315938245,0.826418809815062,0.371879406221112,-0.393411188720881,0.351158651447563
"CSF3",NA,NA,NA,NA,0.418714309878285,0.0685271821248039
"CSF3R",1.20762662513008,0.122503139164023,0.927460838956344,0.303874168093537,-1.06717730404592,0.0459778434274764
"CTLA4",-0.197827196380942,0.683390787391487,-0.554103417625899,0.546569100245798,-0.929977852791426,0.0213003965092694
"CTNNB1",0.236869585755638,0.261855924038978,-0.156875620192733,0.687301273171341,-0.232904944377664,0.247556317621887
"CTSC",-0.557709793750806,0.168806505567152,-0.163332486391274,0.886322869592513,-0.967363993922502,0.000260509901747807
"CTSG",NA,NA,NA,NA,0.736216895156184,0.035057286216351
"CTSS",0.215328395022272,0.605297369023377,0.15907870801823,0.769927630839027,-0.393692760045885,0.276530585048542
"CUL9",0.208796659167462,0.496854515868917,-0.424459196851365,0.517879851816329,0.697310988898049,0.0206683102219664
"CX3CR1",-0.0328939595335456,0.960121392671752,-0.0348575772016098,0.972896080492413,3.10823563550631,4.65042756595565e-05
"CXCL1",0.316920721268021,0.324536531365129,0.378330731822765,0.593135194074064,0.0795981795403504,0.662024704972814
"CXCL10",-0.195726384317735,0.580785078330028,0.553677921079545,0.503861423606948,-1.96255194588341,0.0467494195071915
"CXCL11",NA,NA,-0.148829790521195,0.87790501263783,-1.86456469181041,0.000533844037405374
"CXCL12",NA,NA,-0.51406445529147,0.568016722896572,-0.060286474660832,0.900729980018003
"CXCL2",NA,NA,0.286816799661201,0.656805521624277,-0.517005871851875,0.0635481169774069
"CXCL3",0.280731558204656,0.599407833088697,0.187038725156368,0.726008625271071,-0.193123657226783,0.601317297862933
"CXCL5",0.0403485895368556,0.854409097975816,-0.719926497239599,0.333491867204706,-0.278031499329873,0.225623772156408
"CXCL6",0.870295103290744,0.149414296296301,0.246959003393719,0.872890884269005,-0.835683021155166,0.0370683495543277
"CXCL9",NA,NA,-0.840304222863268,0.466959086585395,-0.457049711352388,0.207156281837973
"CXCR1",-0.287984516846754,0.732629096407527,0.595521175154177,0.371879406221112,-0.514083562189926,0.194168380547956
"CXCR2",0.371602746280429,0.589628287440809,0.751119939959047,0.287501304231225,-0.536600721642769,0.267622676073525
"CXCR3",-0.137077838201857,0.821724181810816,0.299675209995373,0.529843023275603,-0.418733184828135,0.341483818826486
"CXCR4",-0.453567888566367,0.176484715782166,-0.112513022217396,0.883808893108192,0.375730346969736,0.161622136506506
"CXCR6",-0.637265575671039,0.0574501090072232,-0.752508746905801,0.434883467552796,-1.50481894217365,0.00390916932441166
"CYBB",-0.542628712197029,0.0446529864506435,-0.118652681518611,0.845784437246421,-1.10766357705954,0.0385981144592624
"CYSLTR1",-0.0594321454852436,0.895939348245471,-0.383664484248099,0.527474309245853,-0.512164313670605,0.190856808204031
"CYSLTR2",-0.425716047410688,0.13824110271582,-1.0028385483248,0.433852607643182,-0.919131120082648,0.0389892705960571
"DAXX",0.27499424993994,0.324536531365129,-0.0314933512755315,0.953632070663508,0.0804883306562427,0.729661214653447
"DDIT3",-0.248417849817804,0.508164874973082,0.390086380607926,0.527474309245853,-0.837759349077325,0.00350894465946054
"DDX50",-0.262204597656952,0.715927322792651,-0.278553802733054,0.717619449307876,0.0992339717504631,0.808906716836344
"DDX58",-0.806078366529396,0.0374910446181098,0.0873429543313264,0.885453191507247,-0.722479236242544,0.0292645476281981
"DEFA1",-0.158744819266312,0.878895227812729,-0.0137113582551276,0.979349227380955,-1.23818051243802,0.242522491594938
"DEFB1",-0.0477002429621995,0.809893961873225,-0.0904081419397738,0.937216799608321,-0.177230226721474,0.319526991816664
"DEFB4A",NA,NA,NA,NA,-0.332744414698124,0.361885760229974
"DOCK9",-0.137980238791235,0.744167271771786,-1.75810453343078,0.266180644526704,-0.617326263962421,0.103934250165137
"DPP4",-0.273339959483613,0.45336499183356,-0.775605517259734,0.305447686797655,-0.248661368313146,0.381223848634027
"DUSP4",0.169431671828932,0.667814987793606,-0.944411614763527,0.396373254783939,-1.92153734117802,0.000452313209219654
"EDNRB",NA,NA,NA,NA,0.165441233577694,0.344119544848363
"EGR1",-0.19454120364978,0.691278570108313,-0.86246866541197,0.444223576274288,-0.185689803920456,0.557506765217345
"EGR2",-0.357270344855836,0.44835695656429,-1.39280961117174,0.266180644526704,-0.226167723954834,0.558134972865479
"EIF2A",-0.133400086431669,0.695870676630877,-0.247383534122635,0.534428177290924,0.150463460440605,0.488832609780688
"EIF2AK2",-0.942506716650326,0.0374910446181098,-0.0635040466286245,0.907220887056525,-0.587340978675607,0.0555966579618469
"ELK1",0.0936520747990404,0.788862407416991,-0.384540507120994,0.63272548653775,0.0508822981061146,0.830960708603025
"ENTPD1",-0.373843829379249,0.458248128943926,-0.277632977252174,0.766044048475867,-0.960620959472196,0.00198911487883008
"EOMES",-0.366251441821247,0.412458928115027,-0.780977543552307,0.421289711945906,0.345642977785888,0.366903492988403
"ERCC3",-0.124930005317976,0.664216632248657,-0.213163988089638,0.655673495777631,0.316650534355629,0.190856808204031
"ETS1",-0.419268813613204,0.368892821276224,-0.568310961845551,0.444223576274288,0.6622658598294,0.0340037018731688
"EWSR1",-0.00518412558305315,0.975770319016928,-0.168370753711386,0.676723184982114,0.433893857839292,0.0555966579618469
"F13A1",-0.519411190121639,0.392543207284871,-0.293851235529585,0.73078674151611,1.95094499158947,0.000260509901747807
"FADD",-0.0662704459206989,0.809893961873225,0.0442431050804561,0.936320210200911,-0.0129519052651865,0.959602063099627
"FAS",-0.404228074457045,0.200120864794852,0.0195317264152433,0.967478219547074,-0.751604211828225,0.00134238347051266
"FASLG",-0.627230885065479,0.259486555068433,-0.512659115798003,0.547517072557079,0.488640581787728,0.0880731560471895
"FCAR",0.774483901786899,0.195800273274882,0.248618964488376,0.688523117462791,-2.4176987868479,0.000607483433501758
"FCER1A",-0.790105503552155,0.195800273274882,-1.53852505128411,0.284558706627723,1.796011200007,0.00431306116808422
"FCER1G",0.0583312028259577,0.892001405363475,0.387334428861477,0.517879851816329,-0.816658589739424,0.0256366832766807
"FCGR1A",-0.711828855057983,0.300415759515994,0.254109164757514,0.546569100245798,-1.61928756542576,0.00107150887271187
"FCGR2A",-0.247059036306496,0.735104598521145,0.469800726847087,0.434883467552796,-0.400566946842726,0.409395064528387
"FCGR2B",0.0117695066892471,0.975770319016928,-0.0608042835695617,0.944816418908536,0.116007429828596,0.763805874706996
"FCGR3",-0.764098188169484,0.155168364089066,0.182655962570202,0.868372812691331,1.37449167344688,0.00114548458763339
"FCGRT",0.797273263981975,0.168806505567152,0.450188492552077,0.367487347780171,0.538753624685044,0.0906101981831542
"FKBP5",0.0624970641190394,0.795271416291392,0.309517053230406,0.429416313918868,-1.0102591866441,0.000295893843472617
"FLT3LG",0.6675374403376,0.13824110271582,0.020038932304157,0.972896080492413,1.26830339018072,4.03844461877255e-05
"FN1",-0.511586420656171,0.338114252787726,-0.433974878225451,0.466959086585395,-0.232517524521008,0.581493686786816
"FOS",-0.308492622571531,0.602493044440935,0.0206399874725953,0.972896080492413,0.491223837504256,0.334322835908244
"FOXJ1",NA,NA,NA,NA,0.324425313494701,0.0160000071378562
"FOXP3",-0.115281611113001,0.612811028994531,NA,NA,-0.25488596006884,0.449789809586499
"FPR2",-0.230510510406243,0.738834930434723,0.0260664342233721,0.971294029381405,-2.71327225812585,1.77266356899936e-05
"FYN",0.197180985449593,0.584493775330231,-0.408862413716749,0.444223576274288,0.597561812683079,0.0635481169774069
"G6PD",1.23213841062015,0.050281524229643,0.596481196927882,0.371879406221112,-0.411780959931322,0.216648487315181
"GATA3",0.937320546969828,0.112840450352809,0.332726382316974,0.768078510944807,0.0371705971391494,0.927976544722898
"GBP1",-1.0139866868148,0.116586225601117,0.0992096782334908,0.845467212791189,-1.06418406248732,0.0555966579618469
"GFI1",1.40318830097384,0.055686040709352,0.43216113973346,0.69867136485216,0.136820633617733,0.68858442847351
"GNAQ",-0.207908084250006,0.637675887877454,-0.256039258976214,0.628133023062089,0.124610270865267,0.642203741555818
