"gene","Early.lfc","Early.padj","Late.lfc","Late.padj","Middle.lfc","Middle.padj"
"CSF1R",0.745686757183849,0.120089674822077,-2.33507683943694,1.54688515971581e-06,-0.326086153520794,0.499151922450835
"CSF2",-0.153581549960544,0.683495275735472,0.217726009624942,0.465913601226384,-0.0617936647653803,0.860519637332793
"CSF2RB",0.347429950730595,0.619995482545225,0.418817731955171,0.415890511039331,2.01652954326274,0.000274717737169679
"CSF3",-0.178688897061662,0.397593153111609,-0.162880618917312,0.359532998008274,-0.443507488965003,0.0172739117224768
"CSF3R",0.481349323161872,0.449302391120964,0.674650188894899,0.178907615287504,2.33194740573818,8.27539178810465e-05
"CTLA4",-0.536831587760354,0.295024666549296,1.25705303355506,0.00225402558376916,-0.644372162568841,0.15218813158191
"CTNNB1",-0.530926778775934,0.0159347005055807,-0.367066939711572,0.0631316310851795,-0.181162202534995,0.420447229679962
"CTSC",0.420101078239094,0.247841389688763,1.79843468434008,2.07357149695197e-07,1.26234607228525,0.000160464644901501
"CTSS",0.757141494970899,0.0201249991512827,0.0172604385888508,0.964300721792668,0.805206020755854,0.0122172619605331
"CUL9",-0.264617260228573,0.431266053576858,-0.759400244815537,0.00338971331652471,-0.653081207400675,0.0210183981654621
"CX3CL1",-0.119473570968943,0.631183837836571,-0.293866841832144,0.0998395811472511,-0.644855966587676,0.00111711717662719
"CX3CR1",0.135359507043008,0.877230506390477,-2.48956294242712,0.000296661208806834,0.263846743891825,0.738987165244063
"CXCL1",-0.142289898094314,0.603470187659748,0.0816069914304052,0.724632733570834,1.38127091008664,1.80502338389568e-06
"CXCL10",7.18819594889438,8.42300510723878e-18,5.42156643086762,3.66879653889637e-14,6.72061297118489,1.54394656452228e-15
"CXCL11",1.57716942451346,1.3190798375121e-05,2.96492429817808,4.68458282000343e-11,2.8579026035469,7.42871276103834e-10
"CXCL12",1.48588835422579,1.61565821765585e-06,0.910732642050673,0.000961532551346841,1.61489496394022,2.10450048901097e-06
"CXCL13",-0.215790769789987,0.482037969615852,-0.486634185174496,0.0344140299691093,-0.806866947861339,0.00158811862550478
"CXCL2",-0.119457428594325,0.723661329273465,0.634618480122997,0.0160654050848117,0.830905734364088,0.00821054332979684
"CXCL3",0.65564832489353,0.090325478583301,0.372438262127726,0.28153970173925,1.29064469016727,0.000577696974403752
"CXCL5",0.0422528298300913,0.897872632728287,0.451086615239409,0.0820649796204277,0.0989374112773067,0.76028107084226
"CXCL6",-0.220540643903466,0.658895970388226,0.937399946115872,0.0206709608846644,0.857933536959851,0.0621664065829249
"CXCL9",-0.153581549960544,0.774657098814673,0.671159598529588,0.116662674652934,0.288958519236322,0.571234627896571
"CXCR1",0.373043142894419,0.509992034789947,-0.00388519503126084,0.995411385291448,1.32589820516627,0.00482162077562072
"CXCR2",0.184883121495291,0.791909033041625,-0.151328962211776,0.793566055701321,1.76913015984801,0.00130741158492062
"CXCR3",-0.32056298408861,0.509992034789947,1.41586268449059,0.000162572913446043,-0.436436679617222,0.281270365586772
"CXCR4",-0.444720977769855,0.100698253738678,-0.651965086365102,0.00624683762699857,0.154053192033784,0.589202619448171
"CXCR6",-0.935739418807224,0.0429941919078249,1.61617296851478,0.000439385206754237,-0.571572842409259,0.241914810120674
"CYBB",1.39469727542042,3.28282117192331e-06,1.28413938381016,9.29946617601709e-06,1.58252834389348,1.80789853657987e-06
"CYSLTR1",0.526806344328548,0.259967394464654,0.338283272443078,0.394011065270388,0.655974988674325,0.104481011416334
"CYSLTR2",-0.647714004354442,0.289945624657878,0.469902420290309,0.410603036995138,-0.230431993127961,0.730121681197004
"DAXX",-0.20985584881383,0.393259081029371,0.258423894475754,0.182824536196439,0.0857268255153354,0.710276801970536
"DDIT3",1.10529320702076,0.00176041336262666,1.02994760731623,0.00188479986654958,2.22246984696966,8.38788595840128e-08
"DDX50",-0.189430430041899,0.672733552189015,-2.3054390075344,7.92271025128369e-09,-1.3025748541893,0.000259918965448624
"DDX58",4.20241023354924,2.54663802756288e-15,1.82371402019242,3.61418426780222e-07,3.67017732981287,1.00473522517123e-12
"DEFA1",-0.366069849820433,0.754512175697045,1.47435291751063,0.0719940726738901,-0.837407085552549,0.359589962329242
"DEFB1",-0.0557312066155138,0.875163312049262,0.228085068566441,0.407802393776456,-0.133899529876023,0.672388868447705
"DEFB4A",-0.153581549960544,0.768099454284056,0.494742136588917,0.227837838605812,0.0888995645014177,0.859527842448461
"DOCK9",0.0410669674728377,0.943781851665905,0.481372181003586,0.270132310591476,0.335050913829267,0.494852967511667
"DPP4",-0.260526948230854,0.503263832161212,0.371181105447013,0.207567803444583,-0.210320621750135,0.534632799185707
"DUSP4",-0.49131787506435,0.304946857032546,2.50073590857884,5.25945002923786e-07,0.219614617952725,0.685639927959258
"EBI3",-0.0991825056871649,0.674267922981185,-0.340475144177291,0.0378492331689626,-0.658390286606273,0.000424664390565089
"EDNRB",-0.23601737117021,0.283787226863572,-0.0981859850107911,0.623833864091712,-0.500835963073551,0.0107234931293891
"EGR1",0.13218501456193,0.806139024879251,-0.465525731394295,0.235463547431913,-0.0199636031554986,0.974168373155645
"EGR2",0.0251786732363062,0.961651549459771,-0.162393057971045,0.769099086007048,0.267145414448609,0.645287236180444
"EIF2A",-0.0138286126355176,0.955081795474887,-0.332167676923651,0.100628184917782,-0.651006646388753,0.00358569557057992
"EIF2AK2",3.49407986004571,2.54845229744454e-14,1.78261393114953,1.50321991042831e-07,2.44080752765227,1.26828588778198e-09
"ELK1",-0.156252167044072,0.692428650045704,0.0762780339585944,0.81918179633899,-0.433112634493499,0.15778932469283
"ENTPD1",0.270658040121605,0.479125532146034,1.15398154042205,0.000145405841769326,-0.254888704237124,0.442316303516317
"EOMES",-0.789353599879785,0.0478339899695397,-0.221784804872538,0.554559884612651,-0.937403161658411,0.0150966521790567
"ERCC3",-0.179437121944405,0.516193590359823,-0.148213869859855,0.508992115956372,-0.401483198815343,0.0772595893128448
"ETS1",-0.683767428736177,0.0435506225788061,-0.852676944602969,0.00488023331839212,-1.34071217086792,0.000122170927432194
"EWSR1",0.115394889914443,0.684717591775286,-0.180002454292374,0.389391753562122,-0.362084377066944,0.0952540169631757
"F13A1",-0.320004173682625,0.518974129505902,-2.42075231488094,1.43542806644555e-07,-1.92384954892409,2.31335394329234e-05
"FADD",-0.0346286969444822,0.901510267618635,0.466235503085735,0.0183439344847201,-0.0352348575005736,0.892344917032262
