"gene","avexpr","lfc","padj","pvalue","Comparison","Significant","Regulation"
"CRADD",6.27460643660491,0.0695880776686133,0.805534302030722,0.660233192866295,"Early",FALSE,"None"
"CX3CL1",4.90178179252169,-0.119473570968943,0.631183837836564,0.40846485461111,"Early",FALSE,"None"
"C4BPA",7.51864586198885,0.403447957474352,0.810989540694843,0.683639154209338,"Early",FALSE,"None"
"RAG2",5.04160630418261,-0.153581549960544,0.629448465179598,0.401764578852523,"Early",FALSE,"None"
"CFB",5.90372035702422,0.245746365308712,0.658895970388242,0.435481556632421,"Early",FALSE,"None"
"IL4",5.38608799535809,-0.14696365341231,0.672747182106002,0.457805399744229,"Early",FALSE,"None"
"CHUK",7.25290486328106,-0.0695372373043854,0.834767939265831,0.71600207571743,"Early",FALSE,"None"
"C3",5.08899564730463,-0.153581549960544,0.631183837836564,0.405293760162993,"Early",FALSE,"None"
"CD24",8.11374313433657,-0.141273660929897,0.844122886735399,0.729323912009141,"Early",FALSE,"None"
"NFKBIZ",8.3960709354462,-0.084696195409256,0.796184882210934,0.64765143372003,"Early",FALSE,"None"
"PRKCA",5.97212133614411,0.0698317849569952,0.818516189326127,0.695225047837673,"Early",FALSE,"None"
"LTF",7.58383522832521,0.166116447378865,0.875163312049262,0.778200906761512,"Early",FALSE,"None"
"SELPLG",9.26289539287221,-0.131115326015468,0.792806156448016,0.641321577043025,"Early",FALSE,"None"
"CD83",6.38999908493863,0.00497647661823475,0.981022249421493,0.981022249421493,"Early",FALSE,"None"
"CCR4",7.34783594599095,-0.0947058530864968,0.805534302030722,0.661719163633152,"Early",FALSE,"None"
"TIRAP",6.55777989384573,-0.0260241316549061,0.945759025983366,0.911463719601821,"Early",FALSE,"None"
"TRAF2",6.4890726699319,-0.014262228474192,0.962771248107083,0.950686253360969,"Early",FALSE,"None"
"TNFSF4",5.69850440977857,-0.16760366440036,0.697555506156237,0.497142069241056,"Early",FALSE,"None"
"IL29",5.77171504538327,0.051193592279807,0.919702100030896,0.854865582513163,"Early",FALSE,"None"
"NR3C1",8.84176078424183,-0.0954354729608262,0.785793152006845,0.628224428552686,"Early",FALSE,"None"
"ITGA5",9.09081147827871,-0.103389727767505,0.785793152006845,0.624552755740283,"Early",FALSE,"None"
"CFH",5.30184264246843,-0.130975707461761,0.638044243682276,0.417353905560652,"Early",FALSE,"None"
"DOCK9",6.93141302262669,0.041066967472835,0.943781851665911,0.906925656621775,"Early",FALSE,"None"
"NFATC2",6.96072257557424,-0.091999512765276,0.870026553792757,0.765671904383863,"Early",FALSE,"None"
"CD244",7.94984247825374,-0.131842159248979,0.824048002203708,0.70337151652534,"Early",FALSE,"None"
"CXCL6",5.59540225591109,-0.220540643903463,0.658895970388242,0.436977658497788,"Early",FALSE,"None"
"TNFAIP6",5.02955411449815,-0.153581549960544,0.644009067132845,0.423051981338312,"Early",FALSE,"None"
"CXCR2",9.90852282245347,0.184883121495286,0.791909033041638,0.638386919244165,"Early",FALSE,"None"
"FADD",7.17627084995217,-0.0346286969444787,0.901510267618654,0.831099423843696,"Early",FALSE,"None"
"MAPK3",8.51777755647457,-0.07663320863435,0.810989540694843,0.684307771437071,"Early",FALSE,"None"
"TIGIT",8.50584646951502,0.0995147817343334,0.824048002203708,0.702775506992303,"Early",FALSE,"None"
"NFKB2",7.04380011472076,-0.0395378053930031,0.919702100030896,0.856329696431602,"Early",FALSE,"None"
"TMEM173",7.43111226557168,-0.0345128751233572,0.919702100030896,0.856849376318882,"Early",FALSE,"None"
"LILRB3",7.56997943539768,0.0299844832558138,0.955081795474881,0.931288716968273,"Early",FALSE,"None"
"LILRB1",6.65135740895528,-0.0425363612205825,0.962954206541659,0.952209947612324,"Early",FALSE,"None"
"CD1B",5.02567697021095,-0.153581549960544,0.652990541248647,0.429862671505386,"Early",FALSE,"None"
"NCF4",8.9075223049589,-0.0999839382006602,0.815471319246303,0.691501481313462,"Early",FALSE,"None"
"MAP2K4",10.0891188968916,0.0787125619425755,0.805534302030722,0.663975972803565,"Early",FALSE,"None"
"TNFRSF14",7.30445474593344,-0.043966833076861,0.932383245285406,0.875165863426887,"Early",FALSE,"None"
"CD2",7.8474443334672,-0.0976501320498055,0.85598449083958,0.746151055473832,"Early",FALSE,"None"
"SLC2A1",7.99947926496044,-0.125910583875728,0.856659474675404,0.747934213593868,"Early",FALSE,"None"
"TNFSF12",7.47994011074357,-0.0552528160080632,0.877230506390477,0.790556115393827,"Early",FALSE,"None"
"STAT5B",9.12919752649984,-0.0766487928580073,0.806139024879242,0.673469004048348,"Early",FALSE,"None"
"ICOSLG",4.99664300227976,-0.115419128776584,0.675489755687454,0.464458088638654,"Early",FALSE,"None"
"RHOA",9.83808529033197,-0.0581602961019616,0.807255044534296,0.677628334859377,"Early",FALSE,"None"
"CD47",10.9388658226273,-0.0636118383181863,0.822045009687916,0.699368836694043,"Early",FALSE,"None"
"FASLG",7.64671526383849,0.0780347534516803,0.880883819992415,0.798569711290195,"Early",FALSE,"None"
"SYK",8.55384618919988,0.0819873044938557,0.844122886735399,0.729719285325542,"Early",FALSE,"None"
"EBI3",4.90590514148056,-0.0991825056871667,0.674267922981174,0.461737169015002,"Early",FALSE,"None"
"GNAS",11.1770975171286,-0.0736746176945449,0.865838922659008,0.760221757244522,"Early",FALSE,"None"
"JAK3",8.13678684300887,-0.056078021129375,0.885721741041033,0.804190869480771,"Early",FALSE,"None"
"MAP2K1",7.25448953827844,-0.0197813600662249,0.955015072372681,0.924380000316096,"Early",FALSE,"None"
"PPBP",14.3087448938932,0.011652451661174,0.973131066090459,0.963630483855267,"Early",FALSE,"None"
"CLEC4A",8.2021693396805,-0.0958722824712765,0.877230506390477,0.784386891129625,"Early",FALSE,"None"
"MYC",7.40322115989843,0.0312061195872984,0.932716847633098,0.876779853981462,"Early",FALSE,"None"
"CFL1",11.4150456860343,0.0650908454011176,0.84726873526829,0.735974541134464,"Early",FALSE,"None"
"RUNX1",8.2619463149582,0.0626146415291053,0.865838922659008,0.760778969700383,"Early",FALSE,"None"
"THBS1",9.83379883666399,0.14445967482683,0.827727072929154,0.707666242267185,"Early",FALSE,"None"
"APOE",5.58699953049671,0.142772786332326,0.785793152006845,0.628000352151789,"Early",FALSE,"None"
"TNF",5.62809651949262,-0.087497482719523,0.844122886735399,0.72716492939259,"Early",FALSE,"None"
"IRF4",7.80164233577734,0.0330405235214126,0.935888936853,0.890454542512589,"Early",FALSE,"None"
"CD58",9.63149540972836,-0.0571972016270905,0.839855452865287,0.721549454623454,"Early",FALSE,"None"
"MAP3K5",8.30418973938982,-0.030879824637104,0.875163312049262,0.778251006629663,"Early",FALSE,"None"
"TLR3",5.3816296946563,-0.149402908953975,0.748823796296993,0.571278405264233,"Early",FALSE,"None"
"NFKB1",8.38199732649182,-0.0402120641083492,0.877230506390477,0.7911846591933,"Early",FALSE,"None"
"IL21",5.06541850182356,-0.109653345102029,0.675798993212759,0.46561325334324,"Early",FALSE,"None"
"IRF3",9.26936552676687,-0.0665684076232722,0.848813221917281,0.738716109451023,"Early",FALSE,"None"
"HLA-DPB1",10.1386495558248,-0.122612448324391,0.846976630018881,0.733573901313424,"Early",FALSE,"None"
"SIRPA",8.79566146820628,0.0789501355888831,0.873660749489778,0.770088694110934,"Early",FALSE,"None"
"EGR2",6.01898163406818,0.0251786732363044,0.961651549459761,0.94757551881116,"Early",FALSE,"None"
"CSF2",5.11714837445391,-0.153581549960544,0.683495275735479,0.472822394372103,"Early",FALSE,"None"
"IKBKG",5.89608935000322,0.0213726272227222,0.955081795474881,0.930434700743856,"Early",FALSE,"None"
"LILRA2",8.33995215057657,-0.082092823059245,0.922608282291091,0.862130472991675,"Early",FALSE,"None"
"SLAMF1",7.60859876569805,-0.0127820912552723,0.961651549459761,0.946762585898262,"Early",FALSE,"None"
"CLEC4E",8.70647768692116,-0.0606554382872577,0.935771745529302,0.885754437193274,"Early",FALSE,"None"
"C5",10.579269827301,-0.0571510198638254,0.918277684686683,0.850399417896733,"Early",FALSE,"None"
"IL2RA",6.09021895537659,0.15638527911237,0.748823796296993,0.569260821423236,"Early",FALSE,"None"
"BAX",9.52321143788358,-0.051900727704961,0.875163312049262,0.777465461575411,"Early",FALSE,"None"
"IL18R1",6.53209843877958,0.0322884676556772,0.935116272242926,0.881780793892048,"Early",FALSE,"None"
"TBX21",8.51674804383931,0.0845939808530769,0.910344573611228,0.840513399903253,"Early",FALSE,"None"
"LILRB5",5.14315560470955,0.13979408970142,0.702633844170685,0.504681213037522,"Early",FALSE,"None"
"ITLN1",5.98605290336524,-0.0228597011829175,0.944656518220822,0.909083678622548,"Early",FALSE,"None"
"PECAM1",8.55728856363831,0.0331443271462586,0.919612345234984,0.85291800499479,"Early",FALSE,"None"
"PSMC2",9.34691718015196,-0.0476722320756302,0.877230506390477,0.792806651808864,"Early",FALSE,"None"
"THY1",5.1475291839487,-0.101542246170957,0.796184882210934,0.649255302059855,"Early",FALSE,"None"
"CX3CR1",9.36511118073489,0.135359507043017,0.877230506390477,0.793863547533938,"Early",FALSE,"None"
"CD1E",5.16300034078946,-0.153581549960544,0.692428650045715,0.485720206249508,"Early",FALSE,"None"
"XBP1",8.97472295120632,0.0281713395569323,0.922608282291091,0.862018296557519,"Early",FALSE,"None"
"BCAP31",8.19742318367682,-0.00460679723956225,0.978121763699471,0.976264873868845,"Early",FALSE,"None"
"MS4A1",8.06409498768526,-0.0314321609002732,0.961651549459761,0.946897156682795,"Early",FALSE,"None"
"C9",5.5899174497134,0.128824897874078,0.806139024879242,0.672665451815418,"Early",FALSE,"None"
"TYROBP",11.4533025880118,-0.00772275292508517,0.978121763699471,0.973190884434065,"Early",FALSE,"None"
"CEACAM8",10.5727966665327,0.0945004867754058,0.888402362749893,0.812820013896694,"Early",FALSE,"None"
"MYL2",5.22775399600373,-0.0585597936710514,0.875163312049262,0.781127279447878,"Early",FALSE,"None"
"IFNA2",5.09396585148634,-0.11579031204974,0.697555506156237,0.496738911411775,"Early",FALSE,"None"
"C8B",5.08300729668842,-0.153581549960544,0.697555506156237,0.49574863533997,"Early",FALSE,"None"
"APP",9.0778013979391,0.0153966519998381,0.943781851665911,0.906848938170287,"Early",FALSE,"None"
"EIF2A",8.65530854370845,-0.0138286126355158,0.955081795474881,0.932385361381417,"Early",FALSE,"None"
"MMP9",9.88304902382365,0.0524895698503691,0.935888936853,0.891509266207251,"Early",FALSE,"None"
"CD99",10.8532628128835,0.0298123170948337,0.955081795474881,0.934996124907938,"Early",FALSE,"None"
"IFNGR1",9.67838596014055,-0.0476901176615332,0.935116272242926,0.882948000430211,"Early",FALSE,"None"
"C14orf166",9.56809302304347,0.0215495379447255,0.935888936853,0.889495844593973,"Early",FALSE,"None"
"GNB1",10.6499050198824,0.022947303895938,0.942981415938005,0.90284393515219,"Early",FALSE,"None"
"TGFB1",10.0516205390696,0.0318176821603817,0.935116272242926,0.882729270542411,"Early",FALSE,"None"
"IL17A",5.15248574305204,-0.153581549960544,0.704688628211451,0.509105591929612,"Early",FALSE,"None"
"IL4R",6.21619820528992,-0.0577477703466105,0.875163312049262,0.781177851759453,"Early",FALSE,"None"
"SLAMF7",9.22268296157433,0.0131407932542142,0.978121763699471,0.971338395396878,"Early",FALSE,"None"
"CD46",9.40902098568145,-0.0119701504691196,0.961651549459761,0.944879901478061,"Early",FALSE,"None"
"NOTCH2",9.42442615461993,0.00913577941131649,0.961651549459761,0.94823939395823,"Early",FALSE,"None"
"MAP3K1",8.99270220194772,0.00438005526098806,0.978121763699471,0.975728021590974,"Early",FALSE,"None"
"CXCL2",5.44374986759407,-0.119457428594327,0.72366132927347,0.532816168012424,"Early",FALSE,"None"
"C7",5.10277792129424,-0.153581549960544,0.72366132927347,0.530462535027297,"Early",FALSE,"None"
"TNFRSF9",5.24607822503778,-0.131677903206552,0.794586554903038,0.644978207745562,"Early",FALSE,"None"
"ITLN2",5.47200177514051,-0.112786825442511,0.748823796296993,0.56798244388409,"Early",FALSE,"None"
"MEF2BNB",5.23081903560259,0.0903021159275017,0.754512175697058,0.586141257828816,"Early",FALSE,"None"
"PDGFA",5.07028560655438,-0.0767825707057472,0.805534302030722,0.66279445406277,"Early",FALSE,"None"
"IL9",6.16147526449544,-0.151429786229677,0.798505380009673,0.65261388101209,"Early",FALSE,"None"
"PPARG",5.25910342865305,-0.153581549960544,0.748823796296993,0.563093672322794,"Early",FALSE,"None"
"KIR3DL3",4.97992842635347,-0.090675023152583,0.748823796296993,0.568252776240901,"Early",FALSE,"None"
"NOX1",5.24560081715689,-0.153581549960544,0.751631315658618,0.577613465729287,"Early",FALSE,"None"
"KIR2DL4",5.12119073905216,0.0435957927207795,0.895230570208261,0.821202350903403,"Early",FALSE,"None"
"IL33",5.75095507992573,-0.186032419960251,0.806139024879242,0.669169100374473,"Early",FALSE,"None"
"MAP3K9",4.93398555569826,-0.091381959368773,0.771663728778545,0.606999083725383,"Early",FALSE,"None"
"HLA-DOB",5.44089350417218,-0.0302169843287361,0.955081795474881,0.93510100477457,"Early",FALSE,"None"
"CD276",5.10944551751978,-0.075389249308417,0.877230506390477,0.788048412539002,"Early",FALSE,"None"
"BTLA",5.6450911114112,-0.0319578320638492,0.955081795474881,0.932718400309497,"Early",FALSE,"None"
"DEFB4A",5.23542841158309,-0.153581549960544,0.76809945428406,0.60087658159367,"Early",FALSE,"None"
"TNFRSF18",5.39426253146381,-0.106367333879873,0.774657098814674,0.612594944250935,"Early",FALSE,"None"
"CXCL9",5.32381711233571,-0.153581549960544,0.774657098814674,0.610796175168761,"Early",FALSE,"None"
"IFNB1",6.00959353652759,0.1359571517861,0.834767939265831,0.716014341211278,"Early",FALSE,"None"
"TNFSF18",5.40112732469416,-0.153581549960544,0.785793152006845,0.626798999605536,"Early",FALSE,"None"
"IRGM",5.41118507478095,-0.128377391596803,0.785793152006845,0.629072899932955,"Early",FALSE,"None"
"IL1A",5.35416694760732,-0.153581549960544,0.785793152006845,0.628701800757127,"Early",FALSE,"None"
"TNFRSF13B",4.91859521663242,-0.0618805776357787,0.791909033041638,0.637691473374702,"Early",FALSE,"None"
"MASP2",5.3612846481044,-0.153581549960544,0.791909033041638,0.637489028827225,"Early",FALSE,"None"
"HFE",5.3004739416749,0.100923617915072,0.806139024879242,0.673190446082029,"Early",FALSE,"None"
"MBL2",5.15118064783518,-0.109653345102029,0.796184882210934,0.649606912264151,"Early",FALSE,"None"
"RAPGEF2",6.02950581674002,-0.0383877775153243,0.942981415938005,0.903526126568214,"Early",FALSE,"None"
"CCL2",6.00616191639555,-0.00874902466482474,0.978121763699471,0.97675757713922,"Early",FALSE,"None"
"TSLP",5.80668824604662,0.0576206411099234,0.935771745529302,0.886177148137233,"Early",FALSE,"None"
"ARG1",5.49078274465207,-0.153581549960544,0.805534302030722,0.66336734185949,"Early",FALSE,"None"
"CCRL1",5.4233796956772,-0.153581549960544,0.806139024879242,0.665710934679288,"Early",FALSE,"None"
"AREG",5.51020822061677,-0.153581549960544,0.806139024879242,0.666837377532855,"Early",FALSE,"None"
"CEACAM6",5.09664018650563,-0.0822528418293755,0.807255044534296,0.677778991366313,"Early",FALSE,"None"
"VCAM1",5.53685303459547,-0.153581549960544,0.806139024879242,0.672212096531677,"Early",FALSE,"None"
"AICDA",5.12899148387914,-0.109653345102029,0.807255044534296,0.677156360555156,"Early",FALSE,"None"
"PDGFB",5.28490399508272,0.0331832690342102,0.941586046865439,0.899562680757079,"Early",FALSE,"None"
"PMCH",5.5449140610439,-0.135937408575924,0.813515382639858,0.68757367068306,"Early",FALSE,"None"
"NCAM1",5.18032916584195,-0.0628867439897505,0.814471784968274,0.689517954638413,"Early",FALSE,"None"
"IL22RA2",5.44789104355167,-0.153581549960544,0.807430421793065,0.679052363097933,"Early",FALSE,"None"
"DEFB1",5.22834476777223,-0.0557312066155182,0.875163312049262,0.780357609351956,"Early",FALSE,"None"
"IRGC",5.66220762508897,0.062890371622875,0.863821816809916,0.755392300055534,"Early",FALSE,"None"
"TNFRSF4",5.40316683135816,0.0464270986593149,0.888402362749893,0.811566601714443,"Early",FALSE,"None"
"CD160",5.30939113933361,-0.0900184014329986,0.844122886735399,0.729924950873009,"Early",FALSE,"None"
"CXCL5",5.3507158612654,0.0422528298300877,0.897872632728303,0.826493636821032,"Early",FALSE,"None"
"KLRF2",5.95952450561322,-0.0696257939206317,0.91501595715823,0.846102621472673,"Early",FALSE,"None"
"HMGN1",5.41032023402083,-0.093890645830287,0.865838922659008,0.758738053474668,"Early",FALSE,"None"
"IL6",5.18384283523117,0.0787853363734099,0.888402362749893,0.812218363099989,"Early",FALSE,"None"
"PTGFR",5.63169853447843,-0.0878270009950279,0.885910819529761,0.805598123198611,"Early",FALSE,"None"
"PLA2G2A",5.3435522402214,-0.0651888825059981,0.877230506390477,0.793935990534032,"Early",FALSE,"None"
"CCL20",5.05724876706353,0.0513448373315839,0.895230570208261,0.822813034542879,"Early",FALSE,"None"
"IL1RL2",5.51306662967235,-0.0920971125925325,0.877230506390477,0.794034307736986,"Early",FALSE,"None"
"IL10",5.21668128986082,-0.0407391277046223,0.888402362749893,0.810698002902913,"Early",FALSE,"None"
"MAPK11",5.14978772018397,0.0192983349108262,0.955081795474881,0.926944179122606,"Early",FALSE,"None"
"TNFSF11",5.40431174459081,0.0198115008454494,0.953848311232369,0.921920334287352,"Early",FALSE,"None"
"MRC1",5.55307518587181,0.0233604469902824,0.955081795474881,0.933891656401631,"Early",FALSE,"None"
"TNFSF15",5.09366524829795,0.027228292255475,0.935888936853,0.88964126296037,"Early",FALSE,"None"
"TNFRSF11A",4.97476356261271,0.0215720346512125,0.941586046865439,0.898687689343453,"Early",FALSE,"None"
"CCL7",5.13798961236572,-0.0390443139793017,0.929879403342214,0.870221868399757,"Early",FALSE,"None"
"IL26",5.2908237813331,-0.0414558441462942,0.930668242858987,0.872258102093778,"Early",FALSE,"None"
"TLR9",5.0740255908522,0.0060114210583464,0.978121763699471,0.97045534019831,"Early",FALSE,"None"
"CCL1",5.23060264676656,-0.0263196639791454,0.950519057260661,0.917376830717402,"Early",FALSE,"None"
"OASL",9.71056237292344,5.1297746946366,1.24781135378528e-15,1.7403226691566e-18,"Middle",TRUE,"Up"
"CXCL10",10.5989785780035,6.72061297118489,1.54394656452236e-15,4.30668497774718e-18,"Middle",TRUE,"Up"
"OAS2",11.6864938132534,4.18202071940928,6.11392405006383e-15,2.93829112625997e-17,"Middle",TRUE,"Up"
"MX1",11.1682743759149,5.81156914691113,6.11392405006383e-15,3.41083629013324e-17,"Middle",TRUE,"Up"
"IFIH1",10.9207171508391,3.69977410249463,2.05746261452336e-13,1.43477169771503e-15,"Middle",TRUE,"Up"
"IFIT3",12.5185202947155,5.04285433487776,2.28886815480464e-13,1.9153708408407e-15,"Middle",TRUE,"Up"
"GBP1",12.6814233904811,4.26754141864673,4.32981627573089e-13,4.22715675454898e-15,"Middle",TRUE,"Up"
"C4B",6.83918210728934,3.28491809401304,6.8757854766814e-13,8.17041923653635e-15,"Middle",TRUE,"Up"
"SERPING1",8.00357620538612,4.74638284314312,6.8757854766814e-13,8.6306930669641e-15,"Middle",TRUE,"Up"
"DDX58",9.93056037316465,3.67017732981287,1.00473522517119e-12,1.40130435867669e-14,"Middle",TRUE,"Up"
"SOCS1",9.04613329376451,5.42571507870923,1.27725297927377e-12,1.95952339916478e-14,"Middle",TRUE,"Up"
"OAS3",10.7296705574131,4.47150188786954,1.35761694002664e-12,2.27216224272241e-14,"Middle",TRUE,"Up"
"IFI44",11.5016821033463,5.39920606272283,3.28992319079755e-12,5.96499323296627e-14,"Middle",TRUE,"Up"
"BST2",9.7575509632845,2.29756405580437,4.33026757533275e-12,8.4551947077627e-14,"Middle",TRUE,"Up"
"IFIT2",12.1833457062836,5.31526963078827,5.9727218450247e-12,1.24952339854073e-13,"Middle",TRUE,"Up"
"IFIT1",12.5906559388582,4.75832168282668,1.1775405460481e-11,2.79193713846829e-13,"Middle",TRUE,"Up"
"MR1",7.31771947302766,3.13795719599007,1.1775405460481e-11,2.77210815009797e-13,"Middle",TRUE,"Up"
"C4A",7.26013132650791,2.34428451827737,9.86911317468817e-11,2.47760163381293e-12,"Middle",TRUE,"Up"
"MX2",11.2488669211118,3.29850027845249,3.29856399189591e-10,8.74096455314118e-12,"Middle",TRUE,"Up"
"FAS",10.4462520096513,2.13037388452377,3.74128110813857e-10,1.04359305666348e-11,"Middle",TRUE,"Up"
"STAT1",11.7551068473947,1.73755264997724,4.09508064886263e-10,1.19939600594303e-11,"Middle",TRUE,"Up"
"IFITM1",14.1990762683538,1.89626106971449,4.499743947635e-10,1.38067457249609e-11,"Middle",TRUE,"Up"
"CASP1",11.077319907992,2.01173174020274,6.96111876603938e-10,2.23299486218836e-11,"Middle",TRUE,"Up"
"CXCL11",7.04523317427226,2.8579026035469,7.42871276103896e-10,2.48659841373689e-11,"Middle",TRUE,"Up"
"OAS1",10.6343737194925,3.94907915329567,8.25633044549074e-10,2.99392735819748e-11,"Middle",TRUE,"Up"
"SIGLEC1",6.92181700170237,3.32800743367537,8.25633044549074e-10,2.91404507098089e-11,"Middle",TRUE,"Up"
"ISG20",10.0608410727625,2.1730906360012,9.69658893216232e-10,3.65143516273895e-11,"Middle",TRUE,"Up"
"PML",8.78231149236083,3.22641310520253,1.26828588778197e-09,4.963712984279e-11,"Middle",TRUE,"Up"
"EIF2AK2",9.40501298736318,2.44080752765227,1.26828588778197e-09,5.12974766327435e-11,"Middle",TRUE,"Up"
"IL18RAP",8.20242691240918,3.176732939807,1.92381741952272e-09,8.13946282019882e-11,"Middle",TRUE,"Up"
"IDO1",12.4566912509557,3.00852312229195,1.92381741952272e-09,8.31776011230184e-11,"Middle",TRUE,"Up"
"PDCD1LG2",6.29840601613187,2.01482458792693,2.23412454007651e-09,9.97098818444188e-11,"Middle",TRUE,"Up"
"STAT2",10.3272900686845,2.73144307197425,2.423147035079e-09,1.11525595756774e-10,"Middle",TRUE,"Up"
"TNFSF13B",10.6261956946274,3.36554696960842,2.49804603303408e-09,1.18456855122955e-10,"Middle",TRUE,"Up"
"TAP1",12.23417690683,2.05503583876453,3.51257534340615e-09,1.71464626247162e-10,"Middle",TRUE,"Up"
"CD274",10.8266534566149,2.73955702684762,3.73051507751741e-09,1.89292462577749e-10,"Middle",TRUE,"Up"
"IFI35",8.49838848206669,3.31106306745206,3.73051507751741e-09,1.97712096158524e-10,"Middle",TRUE,"Up"
"SOCS3",8.84207928921678,3.71466457417704,3.73051507751741e-09,1.97587985916514e-10,"Middle",TRUE,"Up"
"CISH",7.12050661203957,2.82990466065217,5.33638267766699e-09,2.90263492927493e-10,"Middle",TRUE,"Up"
"TNFSF10",7.85151092437934,2.98584679523693,9.72630598067329e-09,5.42611212310923e-10,"Middle",TRUE,"Up"
"C2",6.45263245225346,2.09730150864141,9.78915885909994e-09,5.59770590269313e-10,"Middle",TRUE,"Up"
"GPR183",8.08936339003446,-1.57955288500506,1.15429903924702e-08,6.76158433031725e-10,"Middle",TRUE,"Down"
"FCGR1A",10.2227225549154,2.89583142482612,1.90338587488929e-08,1.14150059442454e-09,"Middle",TRUE,"Up"
"IL1RN",8.63117072156511,3.11599172199722,2.05907291824007e-08,1.26358728594927e-09,"Middle",TRUE,"Up"
"BATF",7.61396999863241,1.43312086238502,3.64065913595953e-08,2.33570879015534e-09,"Middle",TRUE,"Up"
"JAK2",10.6093057037573,1.79926078163636,3.61894532502852e-08,2.27130459729824e-09,"Middle",TRUE,"Up"
"IFI16",12.1683075351673,1.52605191549501,4.22457514626961e-08,2.76924730648078e-09,"Middle",TRUE,"Up"
"FPR2",8.04067418038962,2.89930493599933,6.55716131193126e-08,4.3897314222134e-09,"Middle",TRUE,"Up"
"DDIT3",7.5843492614494,2.22246984696967,8.38788595840082e-08,5.7323070008597e-09,"Middle",TRUE,"Up"
"IRF7",9.35039516935688,3.90253917376134,1.07805685793625e-07,7.51783025060148e-09,"Middle",TRUE,"Up"
"IL1B",8.28156188576359,2.53591717260727,1.21650906426581e-07,8.73069737849135e-09,"Middle",TRUE,"Up"
"PSMB8",11.636863745653,1.30253540316201,1.21650906426581e-07,8.82265988030992e-09,"Middle",TRUE,"Up"
"CD1C",6.93805407734864,-2.31854372644963,1.48655318344283e-07,1.09884684410698e-08,"Middle",TRUE,"Down"
"ITGAM",9.53803557708379,2.03908757477675,1.77562397815925e-07,1.3372900253919e-08,"Middle",TRUE,"Up"
"CEBPB",9.95045101420458,2.31024459689367,2.31486526977991e-07,1.77569860303898e-08,"Middle",TRUE,"Up"
"TAP2",9.25160409251837,2.80512600505116,2.71480539887503e-07,2.12035010232917e-08,"Middle",TRUE,"Up"
"NFKBIA",10.0974428632035,1.65170400811281,3.08011005917624e-07,2.44862305959617e-08,"Middle",TRUE,"Up"
"HMGB1",14.481438961312,-1.6685016326661,3.61391332809912e-07,2.92338874518478e-08,"Middle",TRUE,"Down"
"TLR4",10.7120025000904,2.50877699498174,3.75602089354472e-07,3.09072848980668e-08,"Middle",TRUE,"Up"
"S100A9",15.4866345331848,3.15576017609362,4.3159894198635e-07,3.61170662750084e-08,"Middle",TRUE,"Up"
"LILRA3",9.50317959559883,2.94500078804675,4.59457171772628e-07,3.90891038746587e-08,"Middle",TRUE,"Up"
"CD163",5.71332771414303,-1.90959991242101,8.73211715584951e-07,7.55078470938172e-08,"Middle",TRUE,"Down"
"BCL2L1",11.6949236076088,-2.18492279941788,1.14479525308575e-06,1.00588704246029e-07,"Middle",TRUE,"Down"
"PLCB1",5.50206261604822,-1.57263813675385,1.18788292848143e-06,1.06031391105734e-07,"Middle",TRUE,"Down"
"CYBB",11.1408546481984,1.58252834389348,1.80789853658006e-06,1.66417438513646e-07,"Middle",TRUE,"Up"
"CXCL1",5.39569491567997,1.38127091008663,1.80502338389578e-06,1.63635313742295e-07,"Middle",TRUE,"Up"
"LY96",9.01132046066814,2.12032319280191,1.89522951383613e-06,1.77099550107421e-07,"Middle",TRUE,"Up"
"S100A8",12.9794722790315,3.16085865640093,1.97579692327231e-06,1.87383808622758e-07,"Middle",TRUE,"Up"
"IRF1",11.0818960196688,1.51188066528758,2.10757738569113e-06,2.08700131637476e-07,"Middle",TRUE,"Up"
"LITAF",10.0496536133111,1.55222914559806,2.10757738569113e-06,2.08193183231002e-07,"Middle",TRUE,"Up"
"CXCL12",6.15893999301141,1.61489496394022,2.10450048901116e-06,2.02525151662162e-07,"Middle",TRUE,"Up"
"CD164",10.5051961879155,1.00664660481173,2.80108662600875e-06,2.81280665373263e-07,"Middle",TRUE,"Up"
"SELL",13.7937848637743,1.58688476057708,3.09833638823255e-06,3.15451264073886e-07,"Middle",TRUE,"Up"
"RARRES3",10.0799838067264,1.08654160296554,3.64325662952728e-06,3.76012539170179e-07,"Middle",TRUE,"Up"
"HSH2D",7.52223073234052,2.16544709994502,5.30263209286896e-06,5.54668628961189e-07,"Middle",TRUE,"Up"
"FCER1G",11.992625441211,1.63924756697584,5.6285557972031e-06,5.96611214208418e-07,"Middle",TRUE,"Up"
"ITGA6",6.75113644542938,-1.17508936323518,5.95598986569687e-06,6.39625132020445e-07,"Middle",TRUE,"Down"
"CCR1",8.13494252331855,1.91290277684775,6.51370486314789e-06,7.08603876325712e-07,"Middle",TRUE,"Up"
"FKBP5",9.97233599487357,1.30710892474196,6.86711897787862e-06,7.56628171900155e-07,"Middle",TRUE,"Up"
"TOLLIP",6.67110160303324,1.18777343124586,7.85359173930837e-06,8.76291867183622e-07,"Middle",TRUE,"Up"
"CD1A",5.75507560978988,-1.54257546878658,9.42567584503532e-06,1.07797129608493e-06,"Middle",TRUE,"Down"
"PTGDR2",4.8891051172165,-0.701264555964059,7.85359173930837e-06,8.87225845026469e-07,"Middle",FALSE,"None"
